,Text
11188,Doubled up!  a-10s beats KQ. 1.3mm 😄. About 50 left
11189,Icky round.  Chip and a chair. 550k.  Blinds getting big.  Time to go big 😄
11190,Done for the night.  Played nicely.  Happy and tired.  1.1 million 😄😄
11191,Card dead...except a set of aces. 4th break. 575j
11192,Couldn't hit a thing.  Did great to reach dinner at 630
11193,Second break. 700k.  Some fun hands.  Having fun.
11194,"First break. Started with 500k, now just over 600k. Just moved tables.  Frying pan to fire."
11195,Second chance for poker. Playing in the one drop for @WelcomingUSA.  It's a great time to support our immigrants. I will tweet chip updates.
11196,Look who is having dinner in Rye. https://t.co/NTwd7ZiHfq
11197,Pretty good round....till the last hand where I busted.  KK vs 87o.  Flop j8x all diamonds. We both have a diamond. Turn 8!
11198,Third break 165k.  Time to reverse the trend.  And time to stop running in straights
11199,Level 2.  Very dead. Lost the one flop I hit hard. I'm at 220k vs 300k to start.
11200,1 level in and I'm right where I started. At least table play is pretty quick.
11201,Dressed and ready.  1 pm seems to be Morrow a suggestion. https://t.co/1qbqB7QLkT
11202,"I'm playing for @WelcomingUSA working to build #inclusive communities for everyone, including immigrants &amp; refugees. #WelcomingCity #SHRBowl"
11203,I am about to land in Vegas for an early start to poker season. Super excited to play in the super highroller bowl starting Sunday #SHRBowl
11204,RT @EinhornTrust: Our ED @jennrothberg demonstrating how trusting relationships drive impact https://t.co/CfBsvBrkx6
11205,http://t.co/YbFkw7Xpwp
11206,Join @StartEmpathy celebrating young #changemakers w/ @think_it_up on tv tonight 8/7c! http://t.co/hdXPM3HYk6 #StartEmpathy @EinhornTrust
11207,Wow.  Busto meltdown. AJs with flop K10-9 with my flush draw into KK. No help.  Shortly later and short stacked A10 in JJ. Ugh. Next year.
11208,Lost 15k to a set of fours...and an hour later won a little more with my own set of fours. Win some - lose some.  $57k
11209,Didn't win a pot for 90 minutes. Went down to 30k.  Then hit two flops. 53k at the dinner break.
11210,Nice level. No setbacks. Won a nice pot on last hand of level j-10 vs 10-8 on a j98xx board. 47k
11211,First break.  33k.  A fine table.  Made a tight fold.  I will never know if that was right.  k9 on a KkJxx board. Hmmm
11212,Time to start the main event.  I hope to give the opponents some History to Face!  Shuffling up and dealing soon.
11213,Just when it looked fun. aQ on a q-10-5 flop. Ran into q-10.  Arghh.  Try again at the main event. A fun day.
11214,My a9 cracked a very good player's KK and busted him.  Lucky me. 650k.  Half the field is gone.
11215,4th break. 375k.  The highlight was all in with AK vs AK.  We spilt the pot and divided the blinds and antes!!  Cost of poker is going up.
11216,"Grounded down to 85k, doubled with AKo vs AQs, chipped up.  295k at the dinner break. Happy to be back in the game."
11217,"After a long period of card dead, I lost 1/3 of chips against a turned gutshot straight held by 5-4suited.  Well, better than last time. Ugh"
11218,First break. Nothing exciting. Started with 300k. I have about 308k.  Table seems fine. People are quiet.
11219,Ready to go! @FacingHistory @WSOP to support #FacingHistory http://t.co/gr5nfiFjFl. We start in moments. http://t.co/xa82iCMnYe
11220,Poker season!  Playing for @FacingHistory @WSOP. One Drop starts Sun.  Helping kids be #Upstanders &amp; to stop hate http://t.co/gr5nfiFjFl
11221,Every kid deserves a school powered by play because #PlayWorks. Thanks @Playworks for the great night!
11222,"Sadly all done.  AJ vs AQ and I couldn't find another miracle.  Lots of fun and no TeddyKGB regrets.  173rd place 44,728 for @RobinHoodNYC"
11223,Chipping up.  Nice cards. 685k at second break. Less than 200 people left.  #shortstackwarrior
11224,Ok. Get this?  I call 300k with QQ to run into KK.  The board comes a2345 and we split the pot. Running good #shortstackwarrior
11225,First break.  530k.   Watching paint dry.
11226,Good afternoon. a-10 suited flushes to crack KK and I double up. 510k.  Short stack warrior! @RobinHoodNYC
11227,My flirtation with an averagish stack was short lived.  I bag 284k and return tomorrow to continue my role as short stack warrior!
11228,Doubled again. Set of 6s cracks JJ.  500k. :)
11229,"One hand after I lay down 99 to an all in, I double up with AA over KK. 260k"
11230,Dinner break.  I chipped up to 220k http://t.co/X6hXkyu2lI
11231,Another double up.  This time very lucky as AJ beats AQ. Almost 200k.
11232,At the break.   I got short and doubled up.  Leaves me at 95k.
11233,We are in the money.  @RobinHoodNYC gets whatever I win to fight poverty in New York!  Time to be a short stack warrior!
11234,At first break.  Bad job flopping.  Down to 95k.
11235,"Done early for the night.  Volatile level.  All is well that ends well 174,500.  Back for more in the morning."
11236,"After running up to 225k, i lose with QQ and AA in the same orbit. 145k at the last break."
11237,165k.  Dinner break.
11238,Slow played my KK and doubled up. 147k. :)
11239,Grind grind grind. 84k..fold fold fold fold fold.  You get the idea.  Second break
11240,First break.  No good cards that level and villain made trip 3s on the river with 7-3.  73k.  Staying patient.
11241,"I don't think I played great, but I would up with 99,700.  Day 3 for me is Thursday.  Gotta be pleased to still be here. G'nite."
11242,End of a good level. J8 in big blind doubled up vs AK button. On A88 flop. Then I finally hit a draw.  91k
11243,Getting ground down. 31k at the dinner break. Third table for me.
11244,A couple absurd hands where I could have lost even more brought me down to 49k at end of level 7.
11245,KK doubles me up again vs QJ after a J flopped.  72k. Feeling happy to be here.
11246,Very tough level.  Did WELL to contain damage down to 14k b4 doubling up as  JJ held v AK. 31k.
11247,"All done for the night. Very slow level. I end with 42,900.   Sleepy time.  We continue Tuesday."
11248,End of level 4.  Grinding higher. 45k
11249,"Flopped a set and got paid. 33k at dinner. Just Broke our table again. Too bad, I loved the second table.  New table feels very tough."
11250,I'm a straight magnet.  My QQ ran into a 2-3-4 flop.  Opp had a-5.  I held my loss to 12k. 2nd break 18k left. I'm improving!
11251,I've made it twice as far as in One Drop. Mission accomplished!  I'm practicing my folding muscle. Just below starting 30k
11252,"After the One Drop left me feeling like Teddy KGB (I feel so unsatisfied)
http://t.co/w6PQrw4pc0, today I plan to last &gt; 1 hr."
11253,@skiki13 He was probably floating and hoping to push me off AK or AQ on most turns.
11254,@skiki13 75k into a 114k pot.
11255,"@rolandoflondon I remember our play.  I needed your sense of humor, yesterday.  Rebuy?  You didn't even buy once 😃"
11256,"I reraised he called. River was a Q, I bet.  He shoved (not much more). I called and lost to 4-5.  Fun game."
11257,Hand details:  with JJ in the small blind I reraised Trickett. Flop was j-6-2 rainbow. I bet he called. Turn was a 3. I bet he raised.
11258,Ok. That didn't go well. First one out.  Couldn't make it an hour.   Tough hand.   ...  Try again at the main event. :(
11259,They finally drew tables.  Old times: I have Sam Trickett on my right. Vanessa Selbst next to him. Fun stuff.  We may start soon.  :)
11260,Half an hour to go!  Got sunglasses in @RobinHoodNYC colors.  All good to go.  Table draws coming up soon @wsop http://t.co/3NDKkpNTpk
11261,9 Days till #BigOneforOneDrop. This year I'm playing to fight poverty  for @RobinHoodNYC.  Looks like an impossible field.  Can't wait @WSOP
11262,Proud to celebrate those who #makebetterhappen @CityYear 25th! #cy25th http://t.co/Npl9sGMP4Z
11263,At @einhornscookies debut NY comic-con.  Epically delicious.  How big things get started! http://t.co/GjXnOUYyvY
11264,Clawed my way back to 27k.  Only to go out on a turned flush over flush.  Really ugly tourney.  Ugh.
11265,Dinner break. AA on the button....won me the blinds.  I have yet to be in a good situation.  18k.  Time to eat.
11266,2nd break.  Losing an evil amount of small pots.  21k.
11267,First break.  All small pots. Started with 30k now at 31.2k.  They play is sooo much faster than one drop. Get many more hands!
11268,I'm good to go.  Table 371.  Such a rush...when patience is the prescription.  Makes it fun.
11269,"I'm playing the main event for the Michael J Fox foundation.  http://t.co/yYFVL2ZI4I. #cure Parkinson's.
5 hours to game time."
11270,"Back in Vegas for summer vacation part 2.  Today, I play the Main Event.  Back to history...White Sweatshirt with my kids' good hands."
11271,I kept getting chipped down.  And the same guy showed up with AA twice in a row.  I busted around 70th.   Recess is over.  Back to school!
11272,First break.  500k in chips.  Not much happened.  Half the field is now out. My table will break soon.
11273,All done....for the night.  Big second to last hand.  Ended with 519k.  In the game :)
11274,"Two more hours.  I spent the time mostly donating chips slowly.  365k.  Table dynamic is improving, though."
11275,"Phone died and needed recharge.  At dinner break with 451k.  Very good level with several nice pots.  Dinner not bad, either."
11276,Early after the break.  Won a couple nice pots. 270k.
11277,2nd break.  Slow grind down. Not connecting with flops.  170k or so.
11278,"Rough first two hours. Lost one big hand, but I think it a good lay down.   I have about 185k (started with 300).   Long way to go (I hope)"
11279,I don't immediately recognize anyone at my table...except Tom Dwan on my immediate left.  122 entrants so far.
11280,"Signed up and ready.  Table 446, seat 5. (I like seat 5--good for those of us with bad eyes). Game on!"
11281,For this tourney i'm playing for @Playworks! Positive play + recess = less bullying &amp; improved learning 4 all kids . Play on! #recesscounts
11282,Just landed in Vegas.  Ready for summer vacation part 1.  Playing in the one drop high roller starting tomorrow at noon.  😃😃😃😃
11283,RT @PhilNoLimits: Hosting poker night for my friend @realmikefox tonight in New York.  Great guy and a great cause. Raised  3m+ in this  ...
11284,Apparently I have a twitter impersonator.  @Greenlightcap is not me.  I also have no plans to tweet about stocks.  :).
11285,"RT @ChadQuotes: Einhorn (@DavidEin) was getting about 8-to-1 in the big blind there, but his hand was 3-2; The man knows Risk management ..."
11286,A final thanks to everyone who cheered me on.  I felt the love.  No surprise: this will likely be my last tweet until next time.
11287,"It was a great experience. But, I am all pokered out.  I have decided to skip the main event.  I look forward to future games."
11288,"Fifth:  I want to thank the various city year corp members for those awesome pictures. You guys are doing the real work in the trenches,"
11289,"Fourth: I want to thank my family, friends and partners for sweating me.  You know who you are."
11290,"Third: I want to thank my coaches: Brandon Adams, Phil Gordon and Mike McDonald.  You improved my game and my thinking."
11291,Second: Congrats to the winner.  He was the best man on that day.
11292,A few thoughts about the One Drop and WSOP.  First: That was a lot of fun.  Just a great competition and I enjoyed every bit.
11293,All set for intros.  No tweeting today...espn will keep everyone posted best. Should be fun.
11294,Down to 8. Game over...for tonight. 8.5 mm chips.
11295,Down to 9.  Playing till one more person is out.
11296,In the money!
11297,Final table. Ten players. They pay 9.  Up to 9.4 MM
11298,"Another card dead couple hours. Playing tight. Hanging in at $8 mm. Down to 11 players.   Gonna be awhile to get to 8, I think."
11299,Dinner break. Around $8 mm. A good time for a break.
11300,Finally hit a big hand. Doubled up to over $8 mm.
11301,Very card dead. Whittled down to 4.4 mm at break.
11302,"Redraw pending.  5.4 mm. 

Having fun!"
11303,On break. About $5.3. 26 left. They redraw the tables at 24. Too bad. I like playing these guys.
11304,New table. Lots of good players. Chipping up 5.4 mm -- both Phil's and Gus. Should be fun.
11305,Table break 4.7 mm
11306,Favorable table draw to be wasted.  We are first to break.
11307,Game on.  Won a couple small ones right away.
11308,@AlexBerenson   Yes. But I will not send till after tourney.
11309,"@AlexBerenson 

This is right.  I am playing for City Year."
11310,A bit of a tough hour. 3.8 mm.  Good nite.  Ready for tomorrow.
11311,New table. 5.1 mm.  1 hour to go.
11312,Dinner break. About $5.6 mm. Running good. Lots of adrenaline. :)
11313,Second break. About 4.8 mm. Won a second good pot off Gus Hansen.
11314,Won very nice pot from ELKY on a flopped set.
11315,First break.  Fun watching everyone else play. I worked my folding muscle. Am up a trivial amount.
11316,"When I host a charity poker tourney, I make a point of trying to keep the speeches short.  Not here. We are seated. Shuffle up."
11317,Sitting down after huge staged intro. Probably 10 minutes away. Our table breaks first.
11318,@Post_Market @GoodLuckChuck12 @ExpatValueCap @joerogan @stoolpresidente @barstoolsports PENN isn't that interested… https://t.co/Do9kk28fFO
11319,Still appears to be a 2-horse race with Fanduel / Draftkings with Foxbet likely making some inroads.  Monmouth (Wil… https://t.co/T711REhXtN
11320,"Meadowlands (Fanduel / Pointsbet but mostly Fanduel) #1: 45% mkt share
Resorts (Draftkings / FoxBet / Resorts) #2: 30% mkt shr"
11321,"$38mm “hold” = 8.5% hold, which is pretty damn high."
11322,$445mm total handle.  $374mm mobile / internet (84%) + $71mm retail (16%)
11323,"NJ is set to report September 2019 in a few hours.  And later this week, PA will follow.  I think they are importan… https://t.co/XCkGEuQIgJ"
11324,"10) This guy is the man + I think PointsBet might have lost some money here, just a hunch - https://t.co/mSPfsshhv6"
11325,"8) True y-o-y growth comparisons probably begin November.  September / October 2018 were still ""start-up"" mode mont… https://t.co/IIoBg6w7Kb"
11326,6) 83% of all mobile = Meadowlands (Fanduel / PointsBet skins - 48%) + Resorts (DraftKings / Resorts / BetStars ski… https://t.co/AGzNb7ifmr
11327,4) Mobile was 85% of all sports wagers.  85%!  ARE YOU LISTENING YOU HALF-MEASURE LOSERS?!?! (AR/DE/IN/MS/NM/NY/OR)… https://t.co/BTGq1BirE8
11328,"Takeaways:
1) meh - August is a dead sports betting month... but wait...
2) oh crap! - $294mm for a dead month!  Da… https://t.co/5fepmnvo5z"
